ano;alltags;musica;artista
1958;Fascination - Jane Morgan;Fascination ; Jane Morgan
1958;Foi a Noite - Isaura Garcia;Foi a Noite ; Isaura Garcia
1958;CuCuRuCuCu Paloma - Duo Guarujá;CuCuRuCuCu Paloma ; Duo Guarujá
1958;Tequila - Silvio Mazzuca;Tequila ; Silvio Mazzuca
1958;Baiano Burro Nasce Morto - Gordurinha;Baiano Burro Nasce Morto ; Gordurinha
1958;Fracasso - Dorinha Freitas;Fracasso ; Dorinha Freitas
1958;Garufa - João Dias;Garufa ; João Dias
1958;Castigo - Dolores Duran;Castigo ; Dolores Duran
1958;Casinha Pequenina - Cascatinha & Inhana;Casinha Pequenina ; Cascatinha & Inhana
1958;Incerteza - Ivete Siqueira;Incerteza ; Ivete Siqueira
1958;Cacho de Banana - Arrelia & Pimentinha;Cacho de Banana ; Arrelia & Pimentinha
1958;Serenata do Adeus - Morgana;Serenata do Adeus ; Morgana
1958;Crazy Love - Paul Anka;Crazy Love ; Paul Anka
1958;Cabeçinha no Ombro - Duo Guarujá;Cabeçinha no Ombro ; Duo Guarujá
1958;Baião da Serra Grande - Palmeira & Biá;Baião da Serra Grande ; Palmeira & Biá
1958;Lampião de Gás - Inezita Barroso;Lampião de Gás ; Inezita Barroso
1958;Forgive Me - Tony Campello;Forgive Me ; Tony Campello
1958;Caruaru - Dalva de Oliveira;Caruaru ; Dalva de Oliveira
1958;Le Gondolier - Franck Pourcel;Le Gondolier ; Franck Pourcel
1958;Meu Anjo Especial - Nilza Miranda;Meu Anjo Especial ; Nilza Miranda
1958;Dobradinho - Luiz Bonfá;Dobradinho ; Luiz Bonfá
1958;Frô do Ipê - Cascatinha & Inhana;Frô do Ipê ; Cascatinha & Inhana
1958;Mamãe Eu Levei Bomba - Dircinha Batista;Mamãe Eu Levei Bomba ; Dircinha Batista
1958;Peanuts - Little Joe;Peanuts ; Little Joe
1958;Prece - Agnaldo Rayol;Prece ; Agnaldo Rayol
1958;Azul Pintado de Azulo - Roberto Audi & Leny Eversong;Azul Pintado de Azulo ; Roberto Audi & Leny Eversong
1958;Noite Cheia de Estrelas - Poly & Seu Conjunto;Noite Cheia de Estrelas ; Poly & Seu Conjunto
1958;Melodia de Amor - Onilda Figueiredo;Melodia de Amor ; Onilda Figueiredo
1958;Mambo Rock - Bill Haley & His Comets;Mambo Rock ; Bill Haley & His Comets
1958;Prece ao Vento - Gilvan Chaves;Prece ao Vento ; Gilvan Chaves
1958;Guarde a Sandália Dela - Germano Mathias;Guarde a Sandália Dela ; Germano Mathias
1958;Garoa - Albertinho Fortuna;Garoa ; Albertinho Fortuna
1958;Nova Flor (O Homem Não Deve Chorar) - Palmeira & Biá;Nova Flor (O Homem Não Deve Chorar) ; Palmeira & Biá
1958;Torero - Hector Lagna Fietta;Torero ; Hector Lagna Fietta
