ano	alltags	musica	artista
1964	Ai de Mim - Golden Boys	Ai de Mim 	 Golden Boys
1964	Leda - Adilson Ramos	Leda 	 Adilson Ramos
1964	Forget Him - Bobby Rydell	Forget Him 	 Bobby Rydell
1964	You Don't Own Me - Lesley Gore	You Don't Own Me 	 Lesley Gore
1964	If I Had A Hammer - Trini Lopez	If I Had A Hammer 	 Trini Lopez
1964	Queria - Carlos José	Queria 	 Carlos José
1964	La Bamba - Trini Lopez	La Bamba 	 Trini Lopez
1964	Lado a Lado - Carlos Alberto	Lado a Lado 	 Carlos Alberto
1964	Canto o Fado - Olivinha Carvalho	Canto o Fado 	 Olivinha Carvalho
1964	Nanã - Wilson Simonal	Nanã 	 Wilson Simonal
1964	Diz Que Fui Por Aí - Nara Leão	Diz Que Fui Por Aí 	 Nara Leão
1964	Andorinha - Hebe Camargo	Andorinha 	 Hebe Camargo
1964	Meu Bem - Agnaldo Rayol	Meu Bem 	 Agnaldo Rayol
1964	O Calhambeque - Roberto Carlos	O Calhambeque 	 Roberto Carlos
1964	Inútil Paisagem - Tenório Jr.	Inútil Paisagem 	 Tenório Jr.
1964	Paz do Meu Amor - Hebe Camargo	Paz do Meu Amor 	 Hebe Camargo
1964	Tristeza de Nós Dois - Claudette Soares	Tristeza de Nós Dois 	 Claudette Soares
1964	The Hully Gully - Chubby Checker	The Hully Gully 	 Chubby Checker
1964	There! I've Said It Again - Bobby Vinton	There! I've Said It Again 	 Bobby Vinton
1964	Deep Purple - Nino Tempo & April Stevens	Deep Purple 	 Nino Tempo & April Stevens
1964	Luz Negra - Nara Leão	Luz Negra 	 Nara Leão
1964	Deixa Pra Mim a Culpa - Agnaldo Rayol	Deixa Pra Mim a Culpa 	 Agnaldo Rayol
1964	Ó, Meu Senhor - Wilson Miranda	Ó, Meu Senhor 	 Wilson Miranda
1964	Esse Mundo é Meu - Sergio Ricardo	Esse Mundo é Meu 	 Sergio Ricardo
1964	Capela do Amor - Wanderléa	Capela do Amor 	 Wanderléa
1964	A Perereca da Vizinha - Dercy Gonçalves	A Perereca da Vizinha 	 Dercy Gonçalves
1964	Quero Me Casar Contigo - Roberto Carlos	Quero Me Casar Contigo 	 Roberto Carlos
1964	O Sol Nascerá - Nara Leão	O Sol Nascerá 	 Nara Leão
1964	Bossa Nova Baby - Elvis Presley	Bossa Nova Baby 	 Elvis Presley
1964	Diz Que Fui Por Aí - Elizeth Cardoso	Diz Que Fui Por Aí 	 Elizeth Cardoso
1964	Serenata da Chuva - Altemar Dutra	Serenata da Chuva 	 Altemar Dutra
1964	Berimbau - Quarteto em Cy	Berimbau 	 Quarteto em Cy
1964	Somente Uma Saudade - José Ricardo	Somente Uma Saudade 	 José Ricardo
1964	Consolação - Wilson Simonal	Consolação 	 Wilson Simonal
1964	Me Apeguei Com Meu Santinho - Wanderléa	Me Apeguei Com Meu Santinho 	 Wanderléa
1964	O Passo do Elefantinho - Trio Esperança	O Passo do Elefantinho 	 Trio Esperança
1964	Telefone - Os Cariocas	Telefone 	 Os Cariocas
1964	Exército do Surf - Wanderléa	Exército do Surf 	 Wanderléa
1964	O Relógio (El Reloj) - Adilson Ramos	O Relógio (El Reloj) 	 Adilson Ramos
1964	Vou Morrer de Tanto Rir - Silvinho	Vou Morrer de Tanto Rir 	 Silvinho
1964	Um Leão Está Solto nas Ruas - Roberto Carlos	Um Leão Está Solto nas Ruas 	 Roberto Carlos
1964	Maria Elena - Los Indios Tabajaras	Maria Elena 	 Los Indios Tabajaras
1964	Canção da Serra - José Ricardo	Canção da Serra 	 José Ricardo
1964	Ansiedade - Carlos Alberto	Ansiedade 	 Carlos Alberto
1964	Esta Noche Pago Yo - Lucho Gatica	Esta Noche Pago Yo 	 Lucho Gatica
1964	My Boy Lollipop - Millie Small	My Boy Lollipop 	 Millie Small
1964	Uma Lágrima no Rosto - Tony Campello	Uma Lágrima no Rosto 	 Tony Campello
1964	Java - Al Hirt	Java 	 Al Hirt
1964	Se Eu Morresse Amanhã - Waldik Soriano	Se Eu Morresse Amanhã 	 Waldik Soriano
1964	Abrazame - Bienvenido Granda	Abrazame 	 Bienvenido Granda
1964	Juca do Brás - Leila Silva	Juca do Brás 	 Leila Silva
1964	Sugar Shack - Jimmy Gilmer & The Fireballs	Sugar Shack 	 Jimmy Gilmer & The Fireballs
1964	If I Had A Hammer - Prini Lorenz	If I Had A Hammer 	 Prini Lorenz
1964	Meu Broto Só Pensa em Estudar - Albert Pavão	Meu Broto Só Pensa em Estudar 	 Albert Pavão
1964	Mas Que Nada - Jorge Ben	Mas Que Nada 	 Jorge Ben
1964	Palavras, Só Palavras - Martha Mendonça	Palavras, Só Palavras 	 Martha Mendonça
1964	Obsessão - Sergio Odilon	Obsessão 	 Sergio Odilon
